,code,var
1839,a0407-11,lugar_atiende_presion-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
1840,a0407-12,lugar_atiende_presion-Consultorios pertenecientes a farmacias/Farmacias con consul
1841,a0407-13,lugar_atiende_presion-Consultorio dentro de hospital privado.
1842,a0407-14,lugar_atiende_presion-Área de urgencias/hospitalización dentro de hospital privado
1843,a0407-15,lugar_atiende_presion-Atención privada en torre de consultorios médicos o en una c
1844,a0407-16,lugar_atiende_presion-Consultorio en domicilio particular de médico privado.
1845,a0407-17,lugar_atiende_presion-Atención privada en mi domicilio.
1846,a0407-18,"lugar_atiende_presion-Atención privada vía remota (teléfono, mensajes de texto, te"
1847,a0407-19,lugar_atiende_presion-Médico laboral (médico de la empresa).
1848,a0407-20,"lugar_atiende_presion-Curandero, hierbero, naturista."
1849,a0407-21,"lugar_atiende_presion-Homeópata, partera, acupunturista."
1850,a0407-22,lugar_atiende_presion-Otro (especifique).
1851,a0407-23,lugar_atiende_presion-No sabe / No recuerda.
1852,a0407-24,lugar_atiende_presion-Ninguna.
1853,a0408a-1,tx_adicional_control_presion_1-Plan de alimentación (dieta recomendada por personal de salu
1854,a0408a-2,tx_adicional_control_presion_1-Realiza algún ejercicio físico.
1855,a0408a-3,tx_adicional_control_presion_1-Disminución en el consumo de sal.
1856,a0408a-4,tx_adicional_control_presion_1-Medicina alternativa.
1857,a0408a-5,tx_adicional_control_presion_1-Ninguno.
1858,a0408b-1,tx_adicional_control_presion_2-Plan de alimentación (dieta recomendada por personal de salu
1859,a0408b-2,tx_adicional_control_presion_2-Realiza algún ejercicio físico.
1860,a0408b-3,tx_adicional_control_presion_2-Disminución en el consumo de sal.
1861,a0408b-4,tx_adicional_control_presion_2-Medicina alternativa.
1862,a0408b-5,tx_adicional_control_presion_2-Ninguno.
1863,a0409-1,ult_anio_frec_medir_presion-Diario.
1864,a0409-2,ult_anio_frec_medir_presion-Semanal.
1865,a0409-3,ult_anio_frec_medir_presion-Mensual.
1866,a0409-4,ult_anio_frec_medir_presion-Anual.
1867,a0409-5,ult_anio_frec_medir_presion-No se la toman
1868,a04010a-1,x_hpt_danio_retina-SI.
1869,a04010a-2,x_hpt_danio_retina-NO.
1870,a04010b-1,x_hpt_dialisis-SI.
1871,a04010b-2,x_hpt_dialisis-NO.
1872,a04010c-1,x_hpt_infarto_corazon-SI.
1873,a04010c-2,x_hpt_infarto_corazon-NO.
1874,a04010d-1,x_hpt_infarto_cerebral-SI.
1875,a04010d-2,x_hpt_infarto_cerebral-NO.
1876,a04010e-1,x_hpt_urgencias_ult_anio-SI.
1877,a04010e-2,x_hpt_urgencias_ult_anio-NO.
1878,a04010f-1,x_hpt_hospitalizado_ult_dos_anios-SI.
1879,a04010f-2,x_hpt_hospitalizado_ult_dos_anios-NO.
1880,a0501-1,x_hpt_episodio_diverso-SÍ.
1881,a0501-2,x_hpt_episodio_diverso-NO.
1882,a0502a-1,dich_medico_tuvo_infarto-SÍ.
1883,a0502a-2,dich_medico_tuvo_infarto-NO.
1884,a0502b-1,dich_medico_tuvo_angina-SÍ.
1885,a0502b-2,dich_medico_tuvo_angina-NO.
1886,a0502c-1,dich_medico_tuvo_insuf_card-SÍ.
1887,a0502c-2,dich_medico_tuvo_insuf_card-NO.
1888,a0506-1,dich_medico_tuvo_infarto_cereb-SÍ.
1889,a0506-2,dich_medico_tuvo_infarto_cereb-NO.
1890,a0506-9,dich_medico_tuvo_infarto_cereb-No sabe.
1891,a0601a-1,dich_medico_padece_enf_renal-SI.
1892,a0601a-2,dich_medico_padece_enf_renal-NO.
1893,a0601b-1,dich_medico_padece_calculo_renal-SI.
1894,a0601b-2,dich_medico_padece_calculo_renal-NO.
1895,a0602a-1,tx_enf_renal_dieta_sin_sal-SI.
1896,a0602a-2,tx_enf_renal_dieta_sin_sal-NO.
1897,a0602b-1,tx_enf_renal_medicamentos-SI.
1898,a0602b-2,tx_enf_renal_medicamentos-NO.
1899,a0602c-1,tx_enf_renal_dialisis-SI.
1900,a0602c-2,tx_enf_renal_dialisis-NO.
1901,a0602d-1,tx_enf_renal_hemodialisis-SI.
1902,a0602d-2,tx_enf_renal_hemodialisis-NO.
1903,a0602e-1,tx_enf_renal_medic_alterna-SI.
1904,a0602e-2,tx_enf_renal_medic_alterna-NO.
1905,a0602f-1,tx_enf_renal_otro-SI.
1906,a0602f-2,tx_enf_renal_otro-NO.
1907,a0602g-1,tx_enf_renal_ninguno-SI.
1908,a0602g-2,tx_enf_renal_ninguno-NO.
1909,a0603-1,medicion_col_trig-SÍ.
1910,a0603-2,medicion_col_trig-NO.
1911,a0603-9,medicion_col_trig-No sabe.
1912,a0604-1,dich_medico_col_alto-SI.
1913,a0604-2,dich_medico_col_alto-NO.
1914,a0605a-1,accion_control_col_alto_1-Medicamento.
1915,a0605a-2,accion_control_col_alto_1-Dieta.
1916,a0605a-3,accion_control_col_alto_1-Aumento de actividad física.
1917,a0605a-4,accion_control_col_alto_1-Medicina Alternativa
1918,a0605a-5,accion_control_col_alto_1-Ninguna.
1919,a0605b-1,accion_control_col_alto_2-Medicamento.
1920,a0605b-2,accion_control_col_alto_2-Dieta.
1921,a0605b-3,accion_control_col_alto_2-Aumento de actividad física.
1922,a0605b-4,accion_control_col_alto_2-Medicina Alternativa
1923,a0605b-5,accion_control_col_alto_2-Ninguna.
1924,a0606-1,dich_medico_trig_alto-SI.
1925,a0606-2,dich_medico_trig_alto-NO.
1926,a0607a-1,accion_control_trig_alto_1-Medicamento.
1927,a0607a-2,accion_control_trig_alto_1-Dieta.
1928,a0607a-3,accion_control_trig_alto_1-Aumento de actividad física.
1929,a0607a-4,accion_control_trig_alto_1-Medicina Alternativa
1930,a0607a-5,accion_control_trig_alto_1-Ninguna.
1931,a0607b-1,accion_control_trig_alto_2-Medicamento.
1932,a0607b-2,accion_control_trig_alto_2-Dieta.
1933,a0607b-3,accion_control_trig_alto_2-Aumento de actividad física.
1934,a0607b-4,accion_control_trig_alto_2-Medicina Alternativa
1935,a0607b-5,accion_control_trig_alto_2-Ninguna.
1936,a0608a-1,"accion_control_trig_col_alto_1-Pravastatina, atorvastatina simvastatina, rosuvastatina, pit"
1937,a0608a-2,"accion_control_trig_col_alto_1-Bezafibrato, fenofibrato, gemfibrozil, ciprofibrato."
1938,a0608a-3,accion_control_trig_col_alto_1-Otros.
1939,a0608a-4,accion_control_trig_col_alto_1-Ninguna
1940,a0608b-1,"accion_control_trig_col_alto_2-Pravastatina, atorvastatina simvastatina, rosuvastatina, pit"
1941,a0608b-2,"accion_control_trig_col_alto_2-Bezafibrato, fenofibrato, gemfibrozil, ciprofibrato."
1942,a0608b-3,accion_control_trig_col_alto_2-Otros.
1943,a0608b-4,accion_control_trig_col_alto_2-Ninguna
1944,a07her-1,tiene_tuvo_hermanos-SI
1945,a07her-2,tiene_tuvo_hermanos-NO
1946,a0701p-1,padre_presion_alta-SI.
1947,a0701p-2,padre_presion_alta-NO.
1948,a0701p-9,padre_presion_alta-NO SABE.
1949,a0702p-1,padre_diab_azucar_alta-SI.
1950,a0702p-2,padre_diab_azucar_alta-NO.
1951,a0702p-9,padre_diab_azucar_alta-NO SABE.
1952,a0703p-1,padre_tuvo_infarto-SI.
1953,a0703p-2,padre_tuvo_infarto-NO.
1954,a0703p-9,padre_tuvo_infarto-NO SABE.
1955,a0704p-1,edad_padre_infarto_1-<50.
1956,a0704p-2,edad_padre_infarto_1->=50.
1957,a0704p-9,edad_padre_infarto_1-NO SABE.
1958,a0705p-1,padre_col_trig_alto-SI.
1959,a0705p-2,padre_col_trig_alto-NO.
1960,a0705p-9,padre_col_trig_alto-NO SABE.
1961,a0701m-1,madre_diab_azucar_alta-SI.
1962,a0701m-2,madre_diab_azucar_alta-NO.
1963,a0701m-9,madre_diab_azucar_alta-NO SABE.
1964,a0702m-1,madre_presion_alta-SI.
1965,a0702m-2,madre_presion_alta-NO.
1966,a0702m-9,madre_presion_alta-NO SABE.
1967,a0703m-1,madre_tuvo_infarto-SI.
1968,a0703m-2,madre_tuvo_infarto-NO.
1969,a0703m-9,madre_tuvo_infarto-NO SABE.
1970,a0704m-1,edad_madre_infarto_1-<50.
1971,a0704m-2,edad_madre_infarto_1->=50.
1972,a0704m-9,edad_madre_infarto_1-NO SABE.
1973,a0705m-1,madre_col_trig_alto-SI.
1974,a0705m-2,madre_col_trig_alto-NO.
1975,a0705m-9,madre_col_trig_alto-NO SABE.
1976,a0701h-1,hmno_diab_azucar_alta-SI.
1977,a0701h-2,hmno_diab_azucar_alta-NO.
1978,a0701h-9,hmno_diab_azucar_alta-NO SABE.
1979,a0702h-1,hmno_presion_alta-SI.
1980,a0702h-2,hmno_presion_alta-NO.
1981,a0702h-9,hmno_presion_alta-NO SABE.
1982,a0703h-1,hmno_tuvo_infarto-SI.
1983,a0703h-2,hmno_tuvo_infarto-NO.
1984,a0703h-9,hmno_tuvo_infarto-NO SABE.
1985,a0704h-1,edad_hmno_infarto_1-<50.
1986,a0704h-2,edad_hmno_infarto_1->=50.
1987,a0704h-9,edad_hmno_infarto_1-NO SABE.
1988,a0705h-1,hmno_col_trig_alto-SI.
1989,a0705h-2,hmno_col_trig_alto-NO.
1990,a0705h-9,hmno_col_trig_alto-NO SABE.
1991,a0803a-1,primera_rel_sex_evita_enf_1-Condón o preservativo masculino.
1992,a0803a-2,primera_rel_sex_evita_enf_1-Condón femenino.
1993,a0803a-3,primera_rel_sex_evita_enf_1-Pastillas de anticoncepción de emergencia o del día siguient
1994,a0803a-4,primera_rel_sex_evita_enf_1-Pastillas o píldoras.
1995,a0803a-5,primera_rel_sex_evita_enf_1-Inyecciones.
1996,a0803a-6,primera_rel_sex_evita_enf_1-Parche anticonceptivo.
1997,a0803a-7,"primera_rel_sex_evita_enf_1-Dispositivo, DIU o aparato."
1998,a0803a-8,"primera_rel_sex_evita_enf_1-Implantes, tubos o norplant."
1999,a0803a-9,"primera_rel_sex_evita_enf_1-Óvulos, jaleas, espuma o diafragma."
2000,a0803a-10,"primera_rel_sex_evita_enf_1-Ritmo, calendario, termómetro, Billings."
2001,a0803a-11,primera_rel_sex_evita_enf_1-Retiro o coito interrumpido.
2002,a0803a-14,primera_rel_sex_evita_enf_1-Nada.
2003,a0803a-77,primera_rel_sex_evita_enf_1-Otro (especifique).
2004,a0803a-88,primera_rel_sex_evita_enf_1-No recuerda.
2005,a0803a-99,primera_rel_sex_evita_enf_1-NS/NR.
2006,a0803b-1,primera_rel_sex_evita_enf_2-Condón o preservativo masculino.
2007,a0803b-2,primera_rel_sex_evita_enf_2-Condón femenino.
2008,a0803b-3,primera_rel_sex_evita_enf_2-Pastillas de anticoncepción de emergencia o del día siguient
2009,a0803b-4,primera_rel_sex_evita_enf_2-Pastillas o píldoras.
2010,a0803b-5,primera_rel_sex_evita_enf_2-Inyecciones.
2011,a0803b-6,primera_rel_sex_evita_enf_2-Parche anticonceptivo.
2012,a0803b-7,"primera_rel_sex_evita_enf_2-Dispositivo, DIU o aparato."
2013,a0803b-8,"primera_rel_sex_evita_enf_2-Implantes, tubos o norplant."
2014,a0803b-9,"primera_rel_sex_evita_enf_2-Óvulos, jaleas, espuma o diafragma."
2015,a0803b-10,"primera_rel_sex_evita_enf_2-Ritmo, calendario, termómetro, Billings."
2016,a0803b-11,primera_rel_sex_evita_enf_2-Retiro o coito interrumpido.
2017,a0803b-14,primera_rel_sex_evita_enf_2-Nada.
2018,a0803b-77,primera_rel_sex_evita_enf_2-Otro (especifique).
2019,a0803b-88,primera_rel_sex_evita_enf_2-No recuerda.
2020,a0803b-99,primera_rel_sex_evita_enf_2-NS/NR.
2021,a0804a-1,ultima_rel_sex_evita_enf_1-Condón o preservativo masculino.
2022,a0804a-2,ultima_rel_sex_evita_enf_1-Condón femenino.
2023,a0804a-3,ultima_rel_sex_evita_enf_1-Pastillas de anticoncepción de emergencia o del día siguient
2024,a0804a-4,ultima_rel_sex_evita_enf_1-Pastillas o píldoras.
2025,a0804a-5,ultima_rel_sex_evita_enf_1-Inyecciones.
2026,a0804a-6,ultima_rel_sex_evita_enf_1-Parche anticonceptivo.
2027,a0804a-7,"ultima_rel_sex_evita_enf_1-Dispositivo, DIU o aparato."
2028,a0804a-8,"ultima_rel_sex_evita_enf_1-Implantes, tubos o norplant."
2029,a0804a-9,"ultima_rel_sex_evita_enf_1-Óvulos, jaleas, espuma o diafragma."
2030,a0804a-10,"ultima_rel_sex_evita_enf_1-Operación femenina, OTB o ligadura de trompas"
2031,a0804a-11,ultima_rel_sex_evita_enf_1-Operación masculina o vasectomía.
2032,a0804a-12,"ultima_rel_sex_evita_enf_1-Ritmo, calendario, abstinencia periódica, termómetro, billin"
2033,a0804a-13,ultima_rel_sex_evita_enf_1-Retiro o coito interrumpido.
2034,a0804a-14,ultima_rel_sex_evita_enf_1-Nada.
2035,a0804a-77,ultima_rel_sex_evita_enf_1-Otro (especifique).
2036,a0804a-88,ultima_rel_sex_evita_enf_1-No recuerda.
2037,a0804a-99,ultima_rel_sex_evita_enf_1-NS/NR.
2038,a0804b-1,ultima_rel_sex_evita_enf_2-Condón o preservativo masculino.
2039,a0804b-2,ultima_rel_sex_evita_enf_2-Condón femenino.
2040,a0804b-3,ultima_rel_sex_evita_enf_2-Pastillas de anticoncepción de emergencia o del día siguient
2041,a0804b-4,ultima_rel_sex_evita_enf_2-Pastillas o píldoras.
2042,a0804b-5,ultima_rel_sex_evita_enf_2-Inyecciones.
2043,a0804b-6,ultima_rel_sex_evita_enf_2-Parche anticonceptivo.
2044,a0804b-7,"ultima_rel_sex_evita_enf_2-Dispositivo, DIU o aparato."
2045,a0804b-8,"ultima_rel_sex_evita_enf_2-Implantes, tubos o norplant."
2046,a0804b-9,"ultima_rel_sex_evita_enf_2-Óvulos, jaleas, espuma o diafragma."
2047,a0804b-10,"ultima_rel_sex_evita_enf_2-Operación femenina, OTB o ligadura de trompas"
2048,a0804b-11,ultima_rel_sex_evita_enf_2-Operación masculina o vasectomía.
2049,a0804b-12,"ultima_rel_sex_evita_enf_2-Ritmo, calendario, abstinencia periódica, termómetro, billin"
2050,a0804b-13,ultima_rel_sex_evita_enf_2-Retiro o coito interrumpido.
2051,a0804b-14,ultima_rel_sex_evita_enf_2-Nada.
2052,a0804b-77,ultima_rel_sex_evita_enf_2-Otro (especifique).
2053,a0804b-88,ultima_rel_sex_evita_enf_2-No recuerda.
2054,a0804b-99,ultima_rel_sex_evita_enf_2-NS/NR.
2055,a0805-1,usanron_condon_masculino-Sí.
2056,a0805-2,usanron_condon_masculino-No.
2057,a0805-9,usanron_condon_masculino-NS/NR.
2058,a0807-1,algun_embarazo-Si.
2059,a0807-2,algun_embarazo-No.
2060,a0807-9,algun_embarazo-No responde.
2061,a0808-1,actualmente_embarazada-Sí.
2062,a0808-2,actualmente_embarazada-No.
2063,a0808-8,actualmente_embarazada-No sabe.
2064,a0808-9,actualmente_embarazada-No responde.
2065,a0815a-1,durante_embarazo_midieron-Sí.
2066,a0815a-2,durante_embarazo_midieron-No.
2067,a0815a-9,durante_embarazo_midieron-NS/NR.
2068,a0815b-1,durante_embarazo_pesaron-Sí.
2069,a0815b-2,durante_embarazo_pesaron-No.
2070,a0815b-9,durante_embarazo_pesaron-NS/NR.
2071,a0815c-1,durante_embarazo_midieron_presion-Sí.
2072,a0815c-2,durante_embarazo_midieron_presion-No.
2073,a0815c-9,durante_embarazo_midieron_presion-NS/NR.
2074,a0815d-1,durante_embarazo_examen_orina-Sí.
2075,a0815d-2,durante_embarazo_examen_orina-No.
2076,a0815d-9,durante_embarazo_examen_orina-NS/NR.
2077,a0815e-1,durante_embarazo_quimica_sanguinea-Sí.
2078,a0815e-2,durante_embarazo_quimica_sanguinea-No.
2079,a0815e-9,durante_embarazo_quimica_sanguinea-NS/NR.
2080,a0815f-1,durante_embarazo_midieron_azucar-Sí.
2081,a0815f-2,durante_embarazo_midieron_azucar-No.
2082,a0815f-9,durante_embarazo_midieron_azucar-NS/NR.
2083,a0815g-1,durante_embarazo_prueba_vrdl-Sí.
2084,a0815g-2,durante_embarazo_prueba_vrdl-No.
2085,a0815g-9,durante_embarazo_prueba_vrdl-NS/NR.
2086,a0815h-1,durante_embarazo_prueba_vih-Sí.
2087,a0815h-2,durante_embarazo_prueba_vih-No.
2088,a0815h-9,durante_embarazo_prueba_vih-NS/NR.
2089,a0815i-1,durante_embarazo_ultrasonido-Sí.
2090,a0815i-2,durante_embarazo_ultrasonido-No.
2091,a0815i-9,durante_embarazo_ultrasonido-NS/NR.
2092,a0815j-1,durante_embarazo_vacunacion_tetanos-Sí.
2093,a0815j-2,durante_embarazo_vacunacion_tetanos-No.
2094,a0815j-9,durante_embarazo_vacunacion_tetanos-NS/NR.
2095,a0815k-1,durante_embarazo_acido_folico-Sí.
2096,a0815k-2,durante_embarazo_acido_folico-No.
2097,a0815k-9,durante_embarazo_acido_folico-NS/NR.
2098,a0815l-1,durante_embarazo_sup_alimenticio-Sí.
2099,a0815l-2,durante_embarazo_sup_alimenticio-No.
2100,a0815l-9,durante_embarazo_sup_alimenticio-NS/NR.
2101,a0815m-1,durante_embarazo_salud_mental-Sí.
2102,a0815m-2,durante_embarazo_salud_mental-No.
2103,a0815m-9,durante_embarazo_salud_mental-NS/NR.
2104,a0815n-1,durante_embarazo_anticonceptivo-Sí.
2105,a0815n-2,durante_embarazo_anticonceptivo-No.
2106,a0815n-9,durante_embarazo_anticonceptivo-NS/NR.
2107,a0815o-1,durante_embarazo_leche_materna-Sí.
2108,a0815o-2,durante_embarazo_leche_materna-No.
2109,a0815o-9,durante_embarazo_leche_materna-NS/NR.
2110,a0815p-1,durante_embarazo_midieron_panza-Sí.
2111,a0815p-2,durante_embarazo_midieron_panza-No.
2112,a0815p-9,durante_embarazo_midieron_panza-NS/NR.
2113,a0816-1,atencion_ultimo_parto-Instituto Mexicano del Seguro Social (IMSS).
2114,a0816-2,atencion_ultimo_parto-ISSSTE/ISSSTE Estatal.
2115,a0816-3,atencion_ultimo_parto-PEMEX.
2116,a0816-4,atencion_ultimo_parto-Defensa.
2117,a0816-5,atencion_ultimo_parto-Marina.
2118,a0816-6,atencion_ultimo_parto-Centro de Salud u Hospital de la SSA.
2119,a0816-7,atencion_ultimo_parto-IMSS Bienestar (antes Oportunidades).
2120,a0816-8,"atencion_ultimo_parto-DIF federal, estatal o municipal."
2121,a0816-9,atencion_ultimo_parto-Cruz Roja/Cruz Verde.
2122,a0816-10,atencion_ultimo_parto-Instituto Nacional de Salud.
2123,a0816-11,atencion_ultimo_parto-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
2124,a0816-12,atencion_ultimo_parto-Consultorios pertenecientes a farmacias/Farmacias con consul
2125,a0816-13,atencion_ultimo_parto-Consultorio dentro de hospital privado.
2126,a0816-14,atencion_ultimo_parto-Área de urgencias/hospitalización dentro de hospital privado
2127,a0816-15,atencion_ultimo_parto-Atención privada en torre de consultorios médicos o en una c
2128,a0816-16,atencion_ultimo_parto-Consultorio en domicilio particular de médico privado.
2129,a0816-17,atencion_ultimo_parto-Atención privada en mi domicilio.
2130,a0816-18,"atencion_ultimo_parto-Atención privada vía remota (teléfono, mensajes de texto, te"
2131,a0816-19,atencion_ultimo_parto-Médico laboral (médico de la empresa).
2132,a0816-20,"atencion_ultimo_parto-Curandero, hierbero, naturista."
2133,a0816-21,"atencion_ultimo_parto-Homeópata, acupunturista."
2134,a0816-22,atencion_ultimo_parto-Casa de la partera.
2135,a0816-23,atencion_ultimo_parto-Casa de la entrevistada.
2136,a0816-24,atencion_ultimo_parto-Otro (especifique).
2137,a0816-25,atencion_ultimo_parto-No sabe / No recuerda.
2138,a0816-26,atencion_ultimo_parto-No responde.
2139,a0816-27,atencion_ultimo_parto-Ninguna.
2140,a0817-1,ultimo_parto-normal (vaginal)?
2141,a0817-2,ultimo_parto-cesárea por urgencias?
2142,a0817-3,ultimo_parto-cesárea programada?
2143,a0817-9,ultimo_parto-NS/NR.
2144,a0818-1,ultimo_hijo_piel_c_piel-Sí.
2145,a0818-2,ultimo_hijo_piel_c_piel-No.
2146,a0818-8,ultimo_hijo_piel_c_piel-No recuerda.
2147,a0818-9,ultimo_hijo_piel_c_piel-NS/NR.
2148,a0819f-1,ultimo_hijo_peso_nacer_inf-De la cartilla del niño o de otro documento.
2149,a0819f-2,"ultimo_hijo_peso_nacer_inf-Del recuerdo de su mamá, cuidadora o informante."
2150,a0819f-9,ultimo_hijo_peso_nacer_inf-NS/NR.
2151,a0820p-1,ultimo_hijo_amamanto_periodo-Días.
2152,a0820p-2,ultimo_hijo_amamanto_periodo-Meses.
2153,a0820p-7,ultimo_hijo_amamanto_periodo-Aún le da pecho.
2154,a0820p-8,ultimo_hijo_amamanto_periodo-No recuerda.
2155,a0820p-9,ultimo_hijo_amamanto_periodo-NS/NR.
2156,a0821a-1,pos_parto_hemorragia-Si.
2157,a0821a-2,pos_parto_hemorragia-No.
2158,a0821a-9,pos_parto_hemorragia-NS/NR.
2159,a0821b-1,pos_parto_presion_alta-Si.
2160,a0821b-2,pos_parto_presion_alta-No.
2161,a0821b-9,pos_parto_presion_alta-NS/NR.
2162,a0821c-1,pos_parto_infecciones-Si.
2163,a0821c-2,pos_parto_infecciones-No.
2164,a0821c-9,pos_parto_infecciones-NS/NR.
2165,a0821d-1,pos_parto_coagulos-Si.
2166,a0821d-2,pos_parto_coagulos-No.
2167,a0821d-9,pos_parto_coagulos-NS/NR.
2168,a0821e-1,pos_parto_nutricion-Si.
2169,a0821e-2,pos_parto_nutricion-No.
2170,a0821e-9,pos_parto_nutricion-NS/NR.
2171,a0821f-1,pos_parto_inf_lactancia-Si.
2172,a0821f-2,pos_parto_inf_lactancia-No.
2173,a0821f-9,pos_parto_inf_lactancia-NS/NR.
2174,a0821g-1,pos_parto_higiene_manos-Si.
2175,a0821g-2,pos_parto_higiene_manos-No.
2176,a0821g-9,pos_parto_higiene_manos-NS/NR.
2177,a0821h-1,pos_parto_anticoncepcion-Si.
2178,a0821h-2,pos_parto_anticoncepcion-No.
2179,a0821h-9,pos_parto_anticoncepcion-NS/NR.
2180,a0821i-1,pos_parto_depresion-Si.
2181,a0821i-2,pos_parto_depresion-No.
2182,a0821i-9,pos_parto_depresion-NS/NR.
2183,a0821j-1,pos_parto_inf_dormir_bebe-Si.
2184,a0821j-2,pos_parto_inf_dormir_bebe-No.
2185,a0821j-9,pos_parto_inf_dormir_bebe-NS/NR.
2186,a0822-1,pos_parto_anticonceptivo-Antes de salir del hospital.
2187,a0822-2,pos_parto_anticonceptivo-Durante el primer mes después de haber salido del hospital.
2188,a0822-3,pos_parto_anticonceptivo-Después del primer mes.
2189,a0822-8,pos_parto_anticonceptivo-No recuerda en qué momento.
2190,a0822-9,pos_parto_anticonceptivo-NS/NR.
2191,a0823-1,pos_parto_cual_anticonceptivo-Condón o preservativo masculino.
2192,a0823-2,pos_parto_cual_anticonceptivo-Condón femenino.
2193,a0823-3,pos_parto_cual_anticonceptivo-Pastillas o píldoras.
2194,a0823-4,pos_parto_cual_anticonceptivo-Inyecciones.
2195,a0823-5,pos_parto_cual_anticonceptivo-Parche anticonceptivo.
2196,a0823-6,"pos_parto_cual_anticonceptivo-Dispositivo, DIU o aparato."
2197,a0823-7,"pos_parto_cual_anticonceptivo-Implantes, tubos o norplant."
2198,a0823-8,"pos_parto_cual_anticonceptivo-Óvulos, jaleas, espuma o diafragma."
2199,a0823-9,"pos_parto_cual_anticonceptivo-Operación femenina, OTB o ligadura de trompas."
2200,a0823-10,pos_parto_cual_anticonceptivo-Operación masculina o vasectomía.
2201,a0823-77,pos_parto_cual_anticonceptivo-Otro (especifique).
2202,a0823-88,pos_parto_cual_anticonceptivo-No recuerda.
2203,a0823-99,pos_parto_cual_anticonceptivo-NS/NR.
2204,a0824-1,"prueba_vih-Sí, en los últimos 12 meses."
2205,a0824-2,"prueba_vih-Sí, hace más de un año."
2206,a0824-8,prueba_vih-No recuerda.
2207,a0824-9,prueba_vih-No responde.
2208,a0825-1,recibio_resultado_vih-Sí.
2209,a0825-2,recibio_resultado_vih-No.
2210,a0825-9,recibio_resultado_vih-NS/NR.
2211,a0826-1,ult_anio_acido_folico-Sí.
2212,a0826-2,ult_anio_acido_folico-No.
2213,a0826-9,ult_anio_acido_folico-NS/NR
2214,a0901-1,puede_mostrar_cart_vacunacion-Sí mostró la Cartilla Nacional de Salud(Hombres o Mujeres de
2215,a0901-2,puede_mostrar_cart_vacunacion-Tiene documento probatorio o comprobante.
2216,a0901-3,"puede_mostrar_cart_vacunacion-Sí la tiene, pero no la mostró."
2217,a0901-4,puede_mostrar_cart_vacunacion-No tiene cartilla.
2218,a0901-5,"puede_mostrar_cart_vacunacion-Sí mostró la cartilla, pero no tiene información."
2219,a0902-1,pq_no_tiene_cartilla-No se la han dado.
2220,a0902-2,pq_no_tiene_cartilla-La extravió.
2221,a0902-3,pq_no_tiene_cartilla-No le han dado la reposición.
2222,a0902-4,pq_no_tiene_cartilla-No la tiene disponible en este momento.
2223,a0902-5,pq_no_tiene_cartilla-Vivienda afectada por sismo u otro desastre Natural.
2224,a0902-6,pq_no_tiene_cartilla-Otra.
2225,a0902-9,pq_no_tiene_cartilla-No  sabe.
2226,a0903-1,pq_no_tiene_infor_cartilla-No se ha vacunado.
2227,a0903-2,"pq_no_tiene_infor_cartilla-Se vacunó, tiene documento probatorio o comprobante, pero no"
2228,a0903-3,pq_no_tiene_infor_cartilla-No sabe / No responde.
2229,a0904-1,vaucnado_sarampion_rub-SÍ.
2230,a0904-2,vaucnado_sarampion_rub-NO.
2231,a0904-9,vaucnado_sarampion_rub-No sabe / No recuerda.
2232,a0906-1,vacuna_vs_tetano_10anios-SÍ.
2233,a0906-2,vacuna_vs_tetano_10anios-NO.
2234,a0906-9,vacuna_vs_tetano_10anios-No sabe / No recuerda.
2235,a0908-1,vacuna_vs_influenza-SÍ.
2236,a0908-2,vacuna_vs_influenza-NO.
2237,a0908-9,vacuna_vs_influenza-No sabe / No recuerda.
2238,a09091a-1,sr_primera_dosis-Sí.
2239,a09091a-2,sr_primera_dosis-NO.
2240,a09091c-1,sr_primera_dosis_institucion-Seguro Social (IMSS).
2241,a09091c-2,sr_primera_dosis_institucion-ISSSTE.
2242,a09091c-3,sr_primera_dosis_institucion-ISSSTE Estatal.
2243,a09091c-4,sr_primera_dosis_institucion-Pemex.
2244,a09091c-5,sr_primera_dosis_institucion-Defensa.
2245,a09091c-6,sr_primera_dosis_institucion-Marina.
2246,a09091c-7,sr_primera_dosis_institucion-Centro de Salud u Hospital de la SSA.
2247,a09091c-8,sr_primera_dosis_institucion-IMSS Bienestar (antes Prospera).
2248,a09091c-9,sr_primera_dosis_institucion-Consultorios dependientes de farmacias.
2249,a09091c-10,"sr_primera_dosis_institucion-Consultorio, clínica u hospital privado."
2250,a09091c-11,sr_primera_dosis_institucion-Escuela.
2251,a09091c-12,sr_primera_dosis_institucion-Otro lugar (especifica).
2252,a09091c-99,sr_primera_dosis_institucion-No sabe / No recuerda.
2253,a09092a-1,sr_segunda_dosis-Sí.
2254,a09092a-2,sr_segunda_dosis-NO.
2255,a09093a-1,sr_tercera_dosis-Sí.
2256,a09093a-2,sr_tercera_dosis-NO.
2257,a09101a-1,td_refuerzo-Sí.
2258,a09101a-2,td_refuerzo-NO.
2259,a09101c-1,td_refuerzo_institucion-Seguro Social (IMSS).
2260,a09101c-2,td_refuerzo_institucion-ISSSTE.
2261,a09101c-3,td_refuerzo_institucion-ISSSTE Estatal.
2262,a09101c-4,td_refuerzo_institucion-Pemex.
2263,a09101c-5,td_refuerzo_institucion-Defensa.
2264,a09101c-6,td_refuerzo_institucion-Marina.
