subcategoria,var,var_alias,description,visibility,var_type,is_category,values,campo_unificado,class
SOCIO-ECONÓMICOS. SEGURIDAD ALIMENTARIA,una_o no_comida_menor,h0716,"En los últimos tres meses, por falta de dinero u otros recursos, ¿alguna vez algún menor de 18 años en su hogar solo comió una vez al día o dejó de comer todo un día?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '8': 'No responde', '9': 'No sabe'}}",una_o no_comida_menor,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,preocupacion_acceso_agua,h0801,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar se preocupó de no tener suficiente agua para todas las necesidades de su hogar?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",preocupacion_acceso_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,disminucion_acceso_agua,h0802,"En las últimas 4 semanas, ¿con qué frecuencia se ha interrumpido o disminuido el suministro de las fuentes principales de agua en su hogar (por ejemplo, menor presión o interrupción del agua entubada, menor caudal en el río donde se abastece elF54y�",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",disminucion_acceso_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,agua_lavar_ropa,h0803,"En las últimas 4 semanas, ¿con qué frecuencia no ha habido suficiente agua en el hogar para lavar la ropa?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",agua_lavar_ropa,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,cambio_planes_falta_agua,h0804,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar tuvo que cambiar sus horarios o/ planes debido a problemas con el agua? (Las actividades que pueden haber sido interrumpidas incluyen cuidar a otros, hacer tareas domésticaF5",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",cambio_planes_falta_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,cambio_comida_falta_agua,h0805,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar, ha tenido que cambiar lo que iba a comer porque había problemas con el agua (por ejemplo, para lavar los alimentos, cocinar, etc.)?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",cambio_comida_falta_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,no_lavado_manos_falta_agua,h0806,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar, no pudo lavarse las manos después de actividades antihigiénicas (como, después de ir al baño o cambiar pañales, limpiar desechos de animal) porque no tenía suficienteF54y�",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",no_lavado_manos_falta_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,no_banio_falta_agua,h0807,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar no pudo bañarse porque no había suficiente agua? (por ejemplo, no hay suficiente agua, está sucia, difícil acceso)",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",no_banio_falta_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,no_pudo_beber_agua,h0808,"En las últimas 4 semanas, ¿con qué frecuencia no hubo suficiente agua para beber para usted u otro integrante de su hogar?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",no_pudo_beber_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,molestias_falta_agua,h0809,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar se sintió molesto(a) por alguna situación referente al agua?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",molestias_falta_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,no_durmio_falta_agua,h0810,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar se durmió con sed porque no había agua para beber?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",no_durmio_falta_agua,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,frecuencia_uso_agua_no_potable,h0811,"En las últimas 4 semanas, ¿con qué frecuencia hubo en su hogar agua no potable o que no se puede tomar?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",frecuencia_uso_agua_no_potable,FALSE
SOCIO-ECONÓMICOS. ESCALA DE EXPERIENCIAS DE INSEGURIDAD DEL AGUA EN EL HOGAR,sintio_vergüenza_falta_agua,h0812,"En las últimas 4 semanas, ¿con qué frecuencia usted o alguien en su hogar sintió vergüenza o rechazo a causa de los problemas con el agua?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nunca (0 veces en las últimas 4 semanas)', '2': 'Raramente (1-2 veces en las últimas 4 semanas)', '3': 'A veces (3-10 veces en las últimas 4 semanas)', '4': 'Frecuentemente (11-20 veces en las últimas 4 semana)', '5': 'Siempre (Más de 20 veces en las últimas 4 semanas)', '88': 'No aplica', '99': 'No sabe'}}",sintio_vergüenza_falta_agua,FALSE
SOCIO-ECONÓMICOS. GRUPOS DE RIESGO PARA ENFERMAR POR COVID-19 Y FACTORES DE RIESGO,personas_60_mas,h0901a,"En su hogar, habitan personas de 60 años y más?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",personas_60_mas,FALSE
SOCIO-ECONÓMICOS. GRUPOS DE RIESGO PARA ENFERMAR POR COVID-19 Y FACTORES DE RIESGO,numero_personas_60_mas,h0901aa,Cuántas personas mayores de 60 años,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",numero_personas_60_mas,FALSE
SOCIO-ECONÓMICOS. GRUPOS DE RIESGO PARA ENFERMAR POR COVID-19 Y FACTORES DE RIESGO,personas_5_menos,h0901b,"En su hogar, habitan menores de 5 años?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",personas_5_menos,FALSE
SOCIO-ECONÓMICOS. GRUPOS DE RIESGO PARA ENFERMAR POR COVID-19 Y FACTORES DE RIESGO,cuantas_personas_5_menos,h0901bb,Cuántas personas menores de 5 años,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",cuantas_personas_5_menos,FALSE
SOCIO-ECONÓMICOS. GRUPOS DE RIESGO PARA ENFERMAR POR COVID-19 Y FACTORES DE RIESGO,personas_embarazadas,h0901c,"En su hogar, habitan embarazadas?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",personas_embarazadas,FALSE
SOCIO-ECONÓMICOS. GRUPOS DE RIESGO PARA ENFERMAR POR COVID-19 Y FACTORES DE RIESGO,cuantas_personas_embarazadas,h0901cc,Cuántas personas embaradas,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",cuantas_personas_embarazadas,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,conocimiento_covid,h1001,¿Sabe qué es el COVID-19?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Enfermedad crónica', '2': 'Enfermedad infecciosa causada por un virus', '3': 'Enfermedad renal', '4': 'Enfermedad causada por estrés o ansiedad', '5': 'No existe esta enfermedad', '6': 'No sabe', '7': 'Otro (especifique)', '8': 'No desea responder'}}",conocimiento_covid,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,conocimiento_covid_otro,h1001e,Otro conocimiento COVID19,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",conocimiento_covid_otro,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,uso_cubrebocas,h1002,"Durante el último mes, ¿qué tan seguido ha utilizado el cubrebocas al salir de su casa o al convivir con personas que no viven con usted?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nada', '2': 'Pocas veces', '3': 'A veces', '4': 'Casi siempre', '5': 'Siempre'}}",uso_cubrebocas,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,excepciones_uso_cubrebocas,h1003,¿Por qué ha hecho excepciones para cumplir con el uso de cubrebocas durante el último mes?,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",excepciones_uso_cubrebocas,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,quedarse_en_casa,h1004,"Durante el último mes, ¿qué tanto ha cumplido con la medida de quedarse en casa?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nada', '2': 'Pocas veces', '3': 'A veces', '4': 'Casi siempre', '5': 'Siempre'}}",quedarse_en_casa,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,excepciones_quedar_casa_1,h1005a,"¿Por qué ha hecho excepciones para cumplir con quedarse en casa, durante el último mes? Motivo 1",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Por trabajo', '2': 'Comprar insumos indispensables para el hogar', '3': 'Necesidad en salud', '4': 'No creo estar en riesgo', '5': 'Necesidad de contacto humano', '6': 'No creo que funcione esta medida', '7': 'No me interesa cumplir con esa medida)', '8': 'Sale a ejercitarse', '9': 'Lleva a los niños a la escuela', '10': 'Otro especificar'}}",excepciones_quedar_casa_1,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,excepciones_quedar_casa_2,h1005b,"¿Por qué ha hecho excepciones para cumplir con quedarse en casa, durante el último mes? Motivo 2",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Por trabajo', '2': 'Comprar insumos indispensables para el hogar', '3': 'Necesidad en salud', '4': 'No creo estar en riesgo', '5': 'Necesidad de contacto humano', '6': 'No creo que funcione esta medida', '7': 'No me interesa cumplir con esa medida)', '8': 'Sale a ejercitarse', '9': 'Lleva a los niños a la escuela', '10': 'Otro especificar'}}",excepciones_quedar_casa_2,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,visita_lugares_concurridos,h1006,"Durante el último mes, ¿qué tanto ha cumplido con la medida de no acudir a lugares concurridos?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Nada', '2': 'Pocas veces', '3': 'A veces', '4': 'Casi siempre', '5': 'Siempre'}}",visita_lugares_concurridos,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,asistio_lugares_concurridos_1,h1007a,"¿Por qué ha hecho excepciones a la medida de no acudir a lugares concurridos, durante el último mes? Motivo 1",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Por trabajo', '2': 'Comprar insumos indispensables para el hogar', '3': 'Necesidad en salud', '4': 'No creo estar en riesgo', '5': 'Necesidad de contacto humano', '6': 'No creo que funcione esta medida', '7': 'No me interesa cumplir con esa medida', '8': 'Por hacer ejercicio en lugares cerrados (como gimnasios)', '9': 'Otro especificar'}}",asistio_lugares_concurridos_1,FALSE
SOCIO-ECONÓMICOS. CONOCIMIENTO Y MEDIDAS DE MITIGACIÓN ANTE EL COVID,asistio_lugares_concurridos_2,h1007b,"¿Por qué ha hecho excepciones a la medida de no acudir a lugares concurridos, durante el último mes? Motivo 2",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Por trabajo', '2': 'Comprar insumos indispensables para el hogar', '3': 'Necesidad en salud', '4': 'No creo estar en riesgo', '5': 'Necesidad de contacto humano', '6': 'No creo que funcione esta medida', '7': 'No me interesa cumplir con esa medida', '8': 'Por hacer ejercicio en lugares cerrados (como gimnasios)', '9': 'Otro especificar'}}",asistio_lugares_concurridos_2,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,personas_estudan,h1101,"En este hogar, ¿cuántas personas estudian?",visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",personas_estudan,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,clases_presencial,h1102a,De enero a la fecha ¿Cuántos miembros del hogar toman clases en forma presencial?,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",clases_presencial,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,clases_virtuales,h1102b,"De enero a la fecha ¿Cuántos miembros del hogar toman clases a distancia en medios virtuales a través de plataformas como: Zoom, Skype, Google Classroom, Teams, entre otras?",visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",clases_virtuales,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,clases_tele_radio,h1102c,De enero a la fecha ¿Cuántos miembros del hogar toman clases En televisión o radio?,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",clases_tele_radio,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,clases_material_impreso,h1102d,De enero a la fecha ¿Cuántos miembros del hogar toman clases en Cuadernillos o materiales impresos?,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",clases_material_impreso,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,medidas_seguridad_escuela,h1103a,"Para el regreso a clases, ¿las autoridades o maestros le informaron sobre las medidas de higiene y seguridad que se implementarían en la escuela?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",medidas_seguridad_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,toman_temperatura_escuela,h1103b,"Para el regreso a clases, ¿las autoridades o maestros les toman la temperatura a los niños al ingresar a la escuela?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",toman_temperatura_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,usan_gel_escuela,h1103c,"Para el regreso a clases, ¿las autoridades o maestros les proporcionan soluciones de alcohol gel para desinfectar sus manos?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",usan_gel_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,uso_cubrebocas_escuela,h1103d,"Para el regreso a clases, ¿las autoridades o maestros solicitaron que los niños usen cubrebocas?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",uso_cubrebocas_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,uso_careta_escuela,h1103e,"Para el regreso a clases, ¿las autoridades o maestros solicitaron que los niños usen careta?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",uso_careta_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,evitar_saludos_escuela,h1103f," Para el regreso a clases, ¿las autoridades o maestros eliminaron los saludos que impliquen contacto físico?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",evitar_saludos_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,lavodo_manos_escuela,h1103g,"Para el regreso a clases, ¿las autoridades o maestros implementaron rutinas para el lavado de manos?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",lavodo_manos_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,asisten_gripe_escuela,h1103h,"Para el regreso a clases, ¿las autoridades o maestros permiten el ingreso a personas con síntomas de gripe o de resfriado?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",asisten_gripe_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,desinfectan_areas_escuela,h1103i,"Para el regreso a clases, ¿las autoridades o maestros establecieron rutinas durante la jornada escolar para desinfectar las áreas comunes?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",desinfectan_areas_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,escaldo_acceso_escuela,h1103j,"Para el regreso a clases, ¿las autoridades o maestros escalonaron la entrada o salida a la escuela?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",escaldo_acceso_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,escalado_recreso_escuela,h1103k,"Para el regreso a clases, ¿las autoridades o maestros escalonaron el recreo en la escuela?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",escalado_recreso_escuela,FALSE
SOCIO-ECONÓMICOS. ACCIONES FAMILIARES DURANTE EL COVID,horarios_banio_escuela,h1103l,"Para el regreso a clases, ¿las autoridades o maestros establecieron horarios para el uso del baño?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No Sabe'}}",horarios_banio_escuela,FALSE
